iteration,reward_mean,length_mean,games,loss
2000,-1.0,2.0,9,0.038413699716329575
4000,-1.0,2.0,8,0.011633691377937794
6000,-1.0,2.0,8,0.010678851045668125
8000,-1.0,2.0,8,0.010034882463514805
10000,-0.4,2.0,10,0.0030060787685215473
12000,-1.0,2.0,8,0.003904506331309676
14000,-0.25,2.0,8,0.001391629921272397
16000,0.0,2.0,8,0.00790440198034048
18000,0.0,2.0,8,0.001706638839095831
20000,0.0,2.0,8,0.0019360576989129186
22000,0.0,2.0,8,0.003531182184815407
24000,-0.12,2.12,8,0.0009058393770828843
26000,0.0,2.0,8,0.003115370636805892
28000,0.0,2.0,8,0.0014621480368077755
30000,0.25,2.25,8,0.0012672179145738482
32000,0.0,2.0,8,0.000780481263063848
34000,0.33,2.56,9,0.001835195696912706
36000,0.38,2.38,8,0.0036948074121028185
38000,0.25,2.25,8,0.0014694714918732643
40000,0.25,2.25,8,0.0010553670581430197
42000,0.25,2.25,8,0.0006225894903764129
44000,0.9,3.3,10,0.0030214504804462194
46000,0.89,3.33,9,0.004512347746640444
48000,0.5,2.62,8,0.0012864512391388416
50000,0.38,2.5,8,0.002724009333178401
52000,0.25,2.25,8,0.001619468443095684
54000,1.0,3.12,8,0.0013911015121266246
56000,1.0,3.22,9,0.004521732218563557
58000,0.62,2.75,8,0.0037573245353996754
60000,0.62,2.62,8,0.0022917729802429676
62000,1.56,3.89,9,0.00464129913598299
64000,0.88,3.0,8,0.004013797268271446
66000,2.75,5.75,8,0.0016086481045931578
68000,0.88,2.88,8,0.0021356847137212753
70000,1.89,4.33,9,0.002903806045651436
72000,3.38,6.38,8,0.008333520963788033
74000,1.89,4.44,9,0.0019910363480448723
76000,2.88,5.88,8,0.002405395032837987
78000,1.67,4.0,9,0.003305274760350585
80000,3.0,6.0,8,0.004780522082000971
82000,3.5,6.5,8,0.004194304812699556
84000,3.89,6.89,9,0.005084493663161993
86000,5.38,8.38,8,0.0038209364283829927
88000,4.12,7.12,8,0.004441170487552881
90000,3.38,6.38,8,0.00530317472293973
92000,5.38,8.38,8,0.009752643294632435
94000,4.62,7.62,8,0.007475546561181545
96000,5.62,8.62,8,0.0036033059004694223
98000,6.5,9.5,8,0.009841585531830788
100000,4.88,7.88,8,0.003128024283796549
102000,4.56,7.56,9,0.0038440695498138666
104000,3.88,6.88,8,0.010821718722581863
106000,7.75,10.75,8,0.004385010339319706
108000,6.88,9.88,8,0.00435281079262495
110000,4.12,7.12,8,0.0035271155647933483
112000,5.38,8.38,8,0.004822607152163982
114000,4.38,7.38,8,0.012253031134605408
116000,7.12,10.12,8,0.010245850309729576
118000,4.38,7.38,8,0.0058528040535748005
120000,7.62,10.62,8,0.005305344704538584
122000,5.75,8.75,8,0.0032549374736845493
124000,6.38,9.38,8,0.011255667544901371
126000,8.88,11.88,8,0.003807184286415577
128000,7.25,10.25,8,0.013493966311216354
130000,9.12,12.12,8,0.00415367167443037
132000,7.25,10.25,8,0.0037339990958571434
134000,11.0,14.0,8,0.013703894801437855
136000,9.38,12.38,8,0.013813510537147522
138000,6.62,9.62,8,0.007175215985625982
140000,7.88,10.88,8,0.004147222265601158
142000,12.0,15.0,8,0.003737166989594698
144000,7.38,10.38,8,0.003905115183442831
146000,11.25,14.25,8,0.011721203103661537
148000,10.0,13.0,8,0.0035488305147737265
150000,7.88,10.88,8,0.0043074288405478
152000,8.38,11.38,8,0.004476642701774836
154000,7.12,10.12,8,0.006490400992333889
156000,11.62,14.62,8,0.030841868370771408
158000,10.25,13.25,8,0.016112903133034706
160000,7.25,10.25,8,0.008065142668783665
162000,9.25,12.25,8,0.0026034715119749308
164000,12.62,15.62,8,0.011534648947417736
166000,15.38,18.38,8,0.003355406690388918
168000,10.12,13.12,8,0.02225496433675289
170000,9.11,12.11,9,0.015233923681080341
172000,9.88,12.88,8,0.018325544893741608
174000,12.75,15.75,8,0.0037205249536782503
176000,9.25,12.25,8,0.0042441654950380325
178000,10.62,13.62,8,0.003298357827588916
180000,10.38,13.38,8,0.005379257723689079
182000,8.12,11.12,8,0.0038125317078083754
184000,8.38,11.38,8,0.023246698081493378
186000,15.0,18.0,8,0.004225399345159531
188000,14.78,17.78,9,0.008621126413345337
190000,11.62,14.62,8,0.003939407411962748
192000,12.88,15.88,8,0.00724523700773716
194000,15.38,18.38,8,0.0064317286014556885
196000,11.25,14.25,8,0.02337760105729103
198000,12.62,15.62,8,0.010269294492900372
200000,14.62,17.62,8,0.009172935038805008
202000,9.62,12.62,8,0.008018390275537968
204000,13.12,16.12,8,0.014532438479363918
206000,10.62,13.62,8,0.004338553640991449
208000,13.12,16.12,8,0.004677894059568644
210000,10.38,13.38,8,0.005218456033617258
212000,12.0,15.0,8,0.005431327503174543
214000,10.12,13.12,8,0.005781628657132387
216000,9.0,12.0,8,0.016326511278748512
218000,16.0,19.0,8,0.03808034956455231
220000,11.5,14.5,8,0.025796931236982346
222000,9.5,12.5,8,0.004542616195976734
224000,13.5,16.5,8,0.005811918061226606
226000,14.62,17.62,8,0.010623871348798275
228000,11.5,14.5,8,0.01005048118531704
230000,18.75,21.75,8,0.005103892181068659
232000,11.75,14.75,8,0.01010176446288824
234000,11.62,14.62,8,0.0033201633486896753
236000,9.5,12.5,8,0.00804633554071188
238000,14.0,17.0,8,0.009534314274787903
240000,14.5,17.5,8,0.008515497669577599
242000,11.38,14.38,8,0.010745350271463394
244000,12.88,15.88,8,0.021422484889626503
246000,14.38,17.38,8,0.007219415623694658
248000,12.5,15.5,8,0.005055360030382872
250000,18.5,21.5,8,0.04373622313141823
252000,12.0,15.0,8,0.0270191989839077
254000,13.38,16.38,8,0.0072048138827085495
256000,13.75,16.75,8,0.009728075005114079
258000,14.75,17.75,8,0.004551235120743513
260000,15.38,18.38,8,0.011506829410791397
262000,17.25,20.25,8,0.004721314180642366
264000,17.5,20.5,8,0.0051869736053049564
266000,14.75,17.75,8,0.011380358599126339
268000,15.62,18.62,8,0.013662341050803661
270000,12.75,15.75,8,0.0053286426700651646
272000,10.0,12.6,10,0.006241540424525738
274000,16.12,19.12,8,0.005510296672582626
276000,11.75,14.75,8,0.0050275009125471115
278000,12.88,15.88,8,0.031307995319366455
280000,10.33,12.89,9,0.01735915057361126
282000,17.88,20.88,8,0.011578250676393509
284000,15.12,18.12,8,0.021263161674141884
286000,15.88,18.88,8,0.00959570799022913
288000,13.62,16.62,8,0.05680374056100845
290000,16.88,19.88,8,0.012735331431031227
292000,15.88,18.88,8,0.011196581646800041
294000,11.62,14.62,8,0.003980061039328575
296000,12.0,15.0,8,0.006036260165274143
298000,11.4,14.0,10,0.015021060593426228
300000,14.38,17.38,8,0.0037765048909932375
302000,13.0,16.0,8,0.015410451218485832
304000,12.12,15.12,8,0.027750348672270775
306000,9.64,12.27,11,0.030738702043890953
308000,11.25,13.75,12,0.011234215460717678
310000,11.12,14.12,8,0.018412822857499123
312000,6.2,8.7,10,0.016942057758569717
314000,9.0,11.38,8,0.02612832561135292
316000,17.25,20.25,8,0.005116915330290794
318000,12.56,15.33,9,0.03374435752630234
320000,8.67,11.0,9,0.0034582994412630796
322000,10.2,12.8,10,0.026091676205396652
324000,17.0,20.0,8,0.006504065822809935
326000,16.0,18.64,11,0.002228696132078767
328000,11.2,13.8,10,0.005630072206258774
330000,12.12,14.62,8,0.00971661601215601
332000,9.12,11.25,8,0.009544337168335915
334000,4.25,6.62,8,0.006001582369208336
336000,11.56,14.11,9,0.0014524139696732163
338000,16.75,19.75,8,0.013848336413502693
340000,8.38,10.62,8,0.017739972099661827
342000,11.38,14.38,8,0.0023417375050485134
344000,15.0,18.0,8,0.006645936518907547
346000,15.75,18.75,8,0.01608913019299507
348000,7.78,10.22,9,0.009929007850587368
350000,12.0,14.58,12,0.016818972304463387
352000,11.5,14.5,8,0.003657118882983923
354000,8.45,10.82,11,0.005751006305217743
356000,7.11,9.44,9,0.01082662120461464
358000,6.62,8.62,8,0.002391110872849822
360000,13.42,16.0,12,0.00909124780446291
362000,16.5,19.5,8,0.005384216085076332
364000,15.5,18.5,8,0.004031265154480934
366000,10.33,12.89,9,0.01041620597243309
368000,15.25,18.25,8,0.00538984639570117
370000,13.0,15.6,10,0.01075259130448103
372000,9.73,12.36,11,0.0024209024850279093
374000,4.12,6.38,8,0.0040508657693862915
376000,4.64,7.0,11,0.010607270523905754
378000,12.12,15.12,8,0.005997206084430218
380000,11.38,14.38,8,0.004354833159595728
382000,10.62,13.62,8,0.004686684813350439
384000,10.78,13.11,9,0.004282569512724876
386000,16.38,19.38,8,0.005302510689944029
388000,12.09,14.55,11,0.008211885578930378
390000,14.12,17.12,8,0.014272985979914665
392000,14.88,17.88,8,0.019464854151010513
394000,18.12,21.12,8,0.037762101739645004
396000,17.75,20.75,8,0.003262596670538187
398000,11.64,14.27,11,0.004749720916152
400000,4.62,6.88,8,0.009280817583203316
402000,14.12,17.12,8,0.01171198021620512
404000,12.12,15.12,8,0.00879214983433485
406000,12.8,15.5,10,0.005238772369921207
408000,8.23,10.77,13,0.011255581863224506
410000,20.38,23.38,8,0.0030123121105134487
412000,12.88,15.88,8,0.006608356721699238
414000,8.44,10.89,9,0.014925509691238403
416000,14.25,17.25,8,0.003830940928310156
418000,14.62,17.62,8,0.002686260035261512
420000,15.75,18.75,8,0.023944701999425888
422000,11.75,14.75,8,0.0069758109748363495
424000,18.12,21.12,8,0.007472618483006954
426000,15.12,18.12,8,0.0035342436749488115
428000,13.0,16.0,8,0.004044013563543558
430000,11.6,14.3,10,0.0041291662491858006
432000,12.25,15.25,8,0.005448132753372192
434000,5.11,7.56,9,0.01943104714155197
436000,9.08,11.5,12,0.018204329535365105
438000,8.11,10.44,9,0.002515131840482354
440000,10.27,12.82,11,0.005538794212043285
442000,12.88,15.88,8,0.017273807898163795
444000,4.25,6.25,8,0.0031009712256491184
446000,5.8,8.3,10,0.002875667531043291
448000,7.88,10.12,8,0.00524077657610178
450000,17.12,20.12,8,0.005494697950780392
452000,13.5,16.5,8,0.0078737773001194
454000,2.0,4.12,8,0.006320652086287737
456000,15.88,18.88,8,0.004372031893581152
458000,4.25,6.38,8,0.0069421520456671715
460000,17.5,20.5,8,0.0029701641760766506
462000,15.2,17.9,10,0.009597455151379108
464000,15.75,18.75,8,0.012976400554180145
466000,9.4,11.8,10,0.010368065908551216
468000,11.88,14.88,8,0.004745061509311199
470000,9.27,11.82,11,0.011830930598080158
472000,17.75,20.75,8,0.0035597304813563824
474000,5.0,7.22,9,0.005176670383661985
476000,8.88,11.5,8,0.010320370085537434
478000,16.25,19.25,8,0.006508284714072943
480000,7.25,9.5,8,0.0026912924367934465
482000,14.08,16.67,12,0.00614190474152565
484000,13.12,16.12,8,0.001607934245839715
486000,13.62,16.62,8,0.024274704977869987
488000,9.17,11.75,12,0.002805763855576515
490000,18.0,21.0,8,0.004875360522419214
492000,6.11,8.56,9,0.003795328550040722
494000,11.4,13.9,10,0.0062966737896203995
496000,9.12,11.38,8,0.01013804692775011
498000,11.36,13.91,11,0.007169570308178663
500000,14.75,17.75,8,0.005492442287504673
502000,6.62,8.88,8,0.008473429828882217
504000,15.0,18.0,8,0.00612799683585763
506000,11.11,13.56,9,0.002930314978584647
508000,17.75,20.75,8,0.002454207045957446
510000,15.75,18.75,8,0.008558649569749832
512000,12.92,15.5,12,0.008084051311016083
514000,10.0,12.22,9,0.01330106146633625
516000,11.3,13.7,10,0.011028597131371498
518000,8.11,10.44,9,0.02156955935060978
520000,6.25,8.5,8,0.005108007229864597
522000,10.0,12.5,10,0.005094017833471298
524000,7.8,10.2,10,0.0057238684967160225
526000,11.18,13.82,11,0.006931148935109377
528000,19.25,22.25,8,0.006770948879420757
530000,1.38,3.5,8,0.0036734268069267273
532000,7.25,9.5,8,0.002761082723736763
534000,7.67,10.11,9,0.010548343881964684
536000,10.3,12.8,10,0.0031676567159593105
538000,7.33,9.78,9,0.01630324497818947
540000,6.33,8.56,9,0.002939455443993211
542000,8.0,10.5,10,0.0062379613518714905
544000,6.88,9.25,8,0.012042487040162086
546000,6.33,8.67,9,0.01178937591612339
548000,10.25,12.83,12,0.007463322952389717
550000,6.67,9.11,9,0.0094717713072896
552000,5.89,8.22,9,0.003136255545541644
554000,3.38,5.5,8,0.004970245063304901
556000,15.75,18.75,8,0.0022774271201342344
558000,17.25,20.25,8,0.00354642397724092
560000,6.1,8.5,10,0.0057898350059986115
562000,11.75,14.75,8,0.01075042225420475
564000,16.88,19.62,8,0.0028271398041397333
566000,11.45,14.09,11,0.0020060602109879255
568000,10.6,13.1,10,0.007477245759218931
570000,9.38,11.75,8,0.015373065136373043
572000,6.4,8.8,10,0.003188828472048044
574000,3.88,6.12,8,0.00759538821876049
576000,9.89,12.33,9,0.00653876131400466
578000,10.42,13.0,12,0.009216845035552979
580000,9.9,12.4,10,0.00953852478414774
582000,15.12,18.12,8,0.004100174643099308
584000,1.38,3.5,8,0.0028772891964763403
586000,7.5,9.75,8,0.002326315501704812
588000,8.78,11.22,9,0.008175835013389587
590000,6.1,8.5,10,0.004012598656117916
592000,10.5,13.1,10,0.006204600445926189
594000,3.25,5.62,8,0.002144662430509925
596000,14.0,16.5,10,0.007362339645624161
598000,13.88,16.88,8,0.002165391808375716
600000,9.33,11.56,9,0.00582939013838768
602000,8.44,10.89,9,0.0031301556155085564
604000,12.4,14.9,10,0.004632627125829458
606000,6.0,8.4,10,0.0027824637945741415
608000,12.73,15.36,11,0.002921381965279579
610000,7.6,10.0,10,0.003982765134423971
612000,14.56,17.11,9,0.014320703223347664
614000,14.62,17.62,8,0.013581084087491035
616000,15.75,18.75,8,0.006606711074709892
618000,16.5,19.5,8,0.0028511302080005407
620000,17.75,20.75,8,0.007310140877962112
622000,12.11,14.78,9,0.024061622098088264
624000,19.38,22.38,8,0.0028428263030946255
626000,18.38,21.38,8,0.013765129260718822
628000,7.56,9.89,9,0.003245632629841566
630000,12.0,14.56,9,0.004593797493726015
632000,19.5,22.5,8,0.00423603318631649
634000,9.0,11.5,12,0.0037550250999629498
636000,17.5,20.5,8,0.006456978153437376
638000,12.17,14.75,12,0.009310781955718994
640000,13.88,16.88,8,0.008077172562479973
642000,12.73,15.36,11,0.005886897910386324
644000,16.62,19.62,8,0.004422865342348814
646000,15.75,18.75,8,0.018778104335069656
648000,15.75,18.75,8,0.002350037917494774
650000,20.5,23.5,8,0.00524728512391448
652000,16.67,19.44,9,0.003053529653698206
654000,17.62,20.62,8,0.009154161438345909
656000,11.75,14.75,8,0.006135067902505398
658000,16.38,19.38,8,0.005386092700064182
660000,18.62,21.62,8,0.0025699869729578495
662000,6.09,8.64,11,0.00833787303417921
664000,12.88,15.88,8,0.007868100889027119
666000,15.5,18.5,8,0.004366567824035883
668000,19.62,22.62,8,0.008986355736851692
670000,13.62,16.62,8,0.005106261465698481
672000,18.5,21.5,8,0.003401012159883976
674000,15.0,18.0,8,0.0062950123101472855
676000,12.33,14.92,12,0.0031625330448150635
678000,9.7,12.4,10,0.015337847173213959
680000,9.0,11.56,9,0.008211943320930004
682000,16.75,19.75,8,0.0065138209611177444
684000,18.88,21.88,8,0.0029273845721036196
686000,8.38,10.75,8,0.006217502523213625
688000,11.9,14.5,10,0.012495946139097214
690000,9.78,12.0,9,0.002596545033156872
692000,20.25,23.25,8,0.0037275105714797974
694000,25.12,28.12,8,0.0059057436883449554
696000,5.33,7.67,9,0.00832975935190916
698000,12.75,15.75,8,0.008548633195459843
700000,9.08,11.62,13,0.004333690740168095
702000,6.5,8.88,8,0.003916324581950903
704000,12.12,15.12,8,0.0028168982826173306
706000,10.0,12.6,10,0.005402295850217342
708000,17.12,20.12,8,0.0025951098650693893
710000,24.0,27.0,8,0.013633479364216328
712000,17.62,20.62,8,0.0093352310359478
714000,5.78,8.11,9,0.00374066224321723
716000,15.0,17.7,10,0.012408098205924034
718000,10.75,13.75,8,0.004647481255233288
720000,13.0,15.55,11,0.011458673514425755
722000,11.1,13.6,10,0.019025441259145737
724000,15.75,18.75,8,0.002376135438680649
726000,14.5,17.5,8,0.0060561844147741795
728000,13.0,15.55,11,0.009451707825064659
730000,23.5,26.5,8,0.004367506597191095
732000,8.89,11.44,9,0.0036587463691830635
734000,15.38,18.38,8,0.002876438433304429
736000,12.88,15.88,8,0.004784215707331896
738000,18.5,21.5,8,0.0027166742365807295
740000,10.58,13.17,12,0.003453826531767845
742000,13.5,16.5,8,0.0049474406987428665
744000,14.12,17.12,8,0.005117536056786776
746000,11.75,14.75,8,0.005212780088186264
748000,13.38,16.0,8,0.005395584739744663
750000,12.73,15.36,11,0.002066858811303973
752000,8.55,10.91,11,0.003336154855787754
754000,11.73,14.27,11,0.010663919150829315
756000,15.62,18.62,8,0.002055847318843007
758000,13.62,16.62,8,0.012482416816055775
760000,20.12,23.12,8,0.003710630349814892
762000,14.7,17.4,10,0.028340909630060196
764000,16.75,19.75,8,0.0047691697254776955
766000,12.62,15.62,8,0.004204730968922377
768000,14.75,17.75,8,0.00791002344340086
770000,9.11,11.56,9,0.005726240575313568
772000,9.6,12.0,10,0.002839326858520508
774000,14.75,17.75,8,0.003663655836135149
776000,13.88,16.88,8,0.007182244211435318
778000,16.75,19.75,8,0.003094857092946768
780000,16.12,19.12,8,0.02397945150732994
782000,14.25,16.83,12,0.022571180015802383
784000,19.25,22.25,8,0.003805654589086771
786000,10.82,13.36,11,0.00420963391661644
788000,13.12,16.12,8,0.00468232948333025
790000,14.62,17.62,8,0.017068317160010338
792000,15.12,18.12,8,0.005815278738737106
794000,13.2,15.9,10,0.00336971553042531
796000,14.1,16.8,10,0.007455823011696339
798000,17.5,20.5,8,0.007274434436112642
800000,17.25,20.25,8,0.0031589719001203775
802000,14.38,17.38,8,0.009813721291720867
804000,12.38,15.38,8,0.021412581205368042
806000,15.75,18.75,8,0.025184687227010727
808000,17.75,20.75,8,0.004133228212594986
810000,11.5,13.9,10,0.010125809349119663
812000,15.88,18.38,8,0.004294324200600386
814000,16.12,19.12,8,0.003662480041384697
816000,17.0,20.0,8,0.015338046476244926
818000,21.0,24.0,8,0.015099683776497841
820000,17.62,20.62,8,0.004655637312680483
822000,18.0,21.0,8,0.012822167947888374
824000,11.64,14.18,11,0.003287422703579068
826000,16.12,19.12,8,0.007244596723467112
828000,7.56,10.11,9,0.010240733623504639
830000,9.4,11.9,10,0.004356116987764835
832000,17.62,20.62,8,0.014522382989525795
834000,16.0,19.0,8,0.0071767098270356655
836000,16.62,19.62,8,0.002347629051655531
838000,9.15,11.69,13,0.004548179917037487
840000,11.73,14.36,11,0.0037613187450915575
842000,13.0,15.58,12,0.0024094856344163418
844000,19.12,22.12,8,0.01862398348748684
846000,7.27,9.73,11,0.002763279713690281
848000,15.25,18.25,8,0.003922790754586458
850000,15.12,18.12,8,0.0034165384713560343
852000,13.8,16.4,10,0.011932909488677979
854000,14.88,17.88,8,0.0100143663585186
856000,18.5,21.5,8,0.0033640367910265923
858000,8.7,11.1,10,0.0026872623711824417
860000,20.38,23.38,8,0.0028118283953517675
862000,12.75,15.75,8,0.0033646151423454285
864000,11.89,14.56,9,0.002512058475986123
866000,18.62,21.62,8,0.007789064198732376
868000,15.5,18.5,8,0.0022102247457951307
870000,8.9,11.4,10,0.0035831453278660774
872000,20.0,23.0,8,0.004546852316707373
874000,18.38,21.38,8,0.006276877596974373
876000,18.12,21.12,8,0.0042483387514948845
878000,20.25,23.25,8,0.004411768633872271
880000,7.2,9.7,10,0.022064968943595886
882000,17.38,20.38,8,0.014844249933958054
884000,18.75,21.75,8,0.004582548048347235
886000,19.0,22.0,8,0.013149498030543327
888000,19.38,22.38,8,0.006512742023915052
890000,17.25,20.25,8,0.006895396858453751
892000,19.5,22.5,8,0.003794753458350897
894000,15.75,18.75,8,0.0028397671412676573
896000,17.12,20.12,8,0.003029381623491645
898000,20.5,23.5,8,0.018087448552250862
900000,13.38,16.38,8,0.00356010883115232
902000,18.62,21.62,8,0.004601587541401386
904000,20.38,23.38,8,0.004431582055985928
906000,17.88,20.88,8,0.0022437586449086666
908000,9.62,12.15,13,0.005181054584681988
910000,17.75,20.75,8,0.002795236883684993
912000,22.75,25.75,8,0.0034114494919776917
914000,18.62,21.62,8,0.009501596912741661
916000,17.75,20.75,8,0.0035243916790932417
918000,9.0,11.55,11,0.009804034605622292
920000,6.75,9.0,8,0.008933345787227154
922000,15.89,18.67,9,0.01699506863951683
924000,12.33,14.89,9,0.0036990626249462366
926000,16.75,19.75,8,0.018755638971924782
928000,4.12,6.38,8,0.003263013670220971
930000,16.0,19.0,8,0.005875691305845976
932000,11.25,14.25,8,0.013517160899937153
934000,13.5,16.5,8,0.0033871703781187534
936000,4.88,7.0,8,0.015053153038024902
938000,14.25,17.25,8,0.005536254495382309
940000,16.0,19.0,8,0.0029511786997318268
942000,21.0,24.0,8,0.01097793597728014
944000,18.88,21.88,8,0.012540115043520927
946000,18.12,21.12,8,0.005539890378713608
948000,18.38,21.38,8,0.002023156266659498
950000,18.0,21.0,8,0.005611986853182316
952000,14.62,17.62,8,0.003691385965794325
954000,20.25,23.25,8,0.0038242870941758156
956000,7.0,9.33,9,0.007420666981488466
958000,9.38,12.38,8,0.0046312990598380566
960000,16.62,19.62,8,0.0033879599068313837
962000,12.62,15.62,8,0.00410027801990509
964000,16.88,19.88,8,0.010941725224256516
966000,9.17,11.75,12,0.0037255240604281425
968000,14.25,17.25,8,0.013954616151750088
970000,14.75,17.75,8,0.016907554119825363
972000,19.56,22.56,9,0.008569619618356228
974000,16.12,19.12,8,0.01022267248481512
976000,13.38,16.38,8,0.012468680739402771
978000,16.62,19.62,8,0.0031333123333752155
980000,18.38,21.38,8,0.00439986540004611
982000,12.62,15.62,8,0.005775874014943838
984000,18.38,21.38,8,0.005866452120244503
986000,14.88,17.88,8,0.013383562676608562
988000,13.12,16.12,8,0.00237930566072464
990000,20.25,23.25,8,0.005169379990547895
992000,19.25,22.25,8,0.0063692801631987095
994000,13.38,16.38,8,0.022270003333687782
996000,10.45,13.0,11,0.0035046683624386787
998000,18.12,21.12,8,0.003408763324841857
1000000,17.5,20.5,8,0.005973370745778084
1002000,10.64,13.18,11,0.010488676838576794
1004000,15.88,18.88,8,0.0035981067921966314
1006000,19.12,22.12,8,0.0035839336924254894
1008000,18.38,21.38,8,0.023338235914707184
1010000,16.12,19.12,8,0.008573612198233604
1012000,22.12,25.12,8,0.009867952205240726
1014000,20.38,23.38,8,0.01493559218943119
1016000,12.12,15.12,8,0.006081669125705957
1018000,15.0,18.0,8,0.007729676552116871
1020000,14.12,17.12,8,0.00402878038585186
